feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text,dominant_topic_id,discovered_topic
MPF00214,"In my experience, Very little waiting time today; the train arrived on schedule.",5,Line 6,Shyam Nagar,2026-04-09,Other,Delay,late_train,Positive,0.75,Low,Tourist,Not Required,English,Synthetic Review,experience little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF00215,The coach condition was good and everything looked maintained.,5,Line 2A,Poisar,2026-06-24,Work,Maintenance,infrastructure,Positive,0.92,Low,Tourist,Not Required,Hinglish,Synthetic Complaint,coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF00216,"During my trip, The train was delayed by 5 minutes and I missed my connection.",2,Line 3,Aarey JVLR,2026-04-13,Daily commute,Delay,late_train,Negative,-0.93,High,Tourist,In Review,English,Synthetic Complaint,trip train delayed 5 minute missed connection,7,Train & Platform Overcrowding
MPF00217,The escalator was not working and needs maintenance.,2,Line 6,Kanjurmarg,2026-06-12,Work,Maintenance,signage_and_fixtures,Negative,-0.9,High,Working professional,Resolved,English,Synthetic Complaint,escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF00218,"Overall, The ticket price feels expensive for a short journey.",1,Line 1,Versova,2026-06-20,Daily commute,Fare,frequent_commuter_cost,Negative,-0.4,High,Tourist,Not Required,English,Synthetic Review,overall ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF00219,Train service was running late today. Please improve punctuality.,2,Line 2A,Dahisar East,2026-02-02,College,Delay,missed_connection,Negative,-0.65,High,General,Open,English,Synthetic Review,train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00220,"During my trip, Very little waiting time today; the train arrived on schedule.",5,Line 7,Aarey,2026-04-03,Other,Delay,late_train,Positive,0.58,Low,General,Not Required,English,Synthetic Complaint,trip little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF00221,"During my trip, The train had comfortable space and was not crowded.",4,Line 3,BKC,2026-03-04,Other,Crowding,peak_hour_crowding,Positive,0.91,Low,Student,Not Required,English,Synthetic Survey,trip train comfortable space crowded,7,Train & Platform Overcrowding
MPF00222,The ticket price feels expensive for a short journey.,3,Line 3,SEEPZ,2026-08-23,Other,Fare,frequent_commuter_cost,Neutral,0.06,Medium,Tourist,Open,English,Synthetic Review,ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF00223,"In my experience, Seats and windows were clean during my journey.",4,Line 7,Goregaon East,2026-07-18,Tourism,Cleanliness,station_cleanliness,Positive,0.62,Low,Student,Not Required,Hinglish,Synthetic Review,experience seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF00224,"During my trip, Better last-mile connectivity would help passengers.",3,Line 7,Aarey,2026-05-07,College,Connectivity,interchange,Neutral,-0.04,Medium,General,In Review,English,Synthetic Complaint,trip better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF00225,The coach was extremely crowded during peak hours.,2,Line 6,Jogeshwari,2026-04-07,Other,Crowding,platform_crowding,Negative,-0.63,High,Student,Not Required,Hinglish,Synthetic Complaint,coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF00226,"Today, The staff member at the counter was rude and unhelpful.",1,Line 7,Aarey,2026-04-16,Work,Staff Behaviour,security_assistance,Negative,-0.37,High,Senior citizen,Open,English,Synthetic Complaint,today staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF00227,"Overall, The coach was clean and well maintained.",5,Line 7,Jogeshwari East,2026-03-08,Tourism,Cleanliness,station_cleanliness,Positive,0.58,Low,Student,Not Required,English,Synthetic Review,overall coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF00228,"Overall, Please improve passenger safety near the platform edge.",1,Line 3,SEEPZ,2026-04-30,Work,Safety,security_presence,Negative,-0.38,High,General,Open,English,Synthetic Review,overall please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00229,"Today, The interchange process was smooth and well signposted.",5,Line 3,Aarey JVLR,2026-06-04,Daily commute,Connectivity,interchange,Positive,0.74,Low,Student,Resolved,English,Synthetic Complaint,today interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF00230,"Overall, The coach was extremely crowded during peak hours.",2,Line 2A,Kandarpada,2026-09-01,Daily commute,Crowding,door_area_crowding,Negative,-0.71,High,Senior citizen,Open,English,Synthetic Survey,overall coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF00231,"Today, It was difficult to connect from the metro to the bus stop.",1,Line 3,BKC,2026-02-20,Work,Connectivity,bus_connection,Negative,-0.47,High,Student,Open,English,Synthetic Survey,today difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF00232,The station infrastructure appeared well maintained.,3,Line 7,Aarey,2026-02-01,Other,Maintenance,infrastructure,Neutral,-0.06,Medium,Tourist,Not Required,English,Synthetic Review,station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00233,"Today, Crowding near the doors made boarding difficult.",2,Line 3,Aarey JVLR,2026-03-12,Other,Crowding,door_area_crowding,Negative,-0.93,High,Tourist,Open,English,Synthetic Survey,today crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00234,"During my trip, Train service was running late today. Please improve punctuality.",2,Line 3,MIDC,2026-04-18,Tourism,Delay,late_train,Negative,-0.7,High,Tourist,In Review,English,Synthetic Survey,trip train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00235,"During my trip, The metro connection to other transport was convenient.",5,Line 6,Jogeshwari,2026-02-16,Shopping,Connectivity,interchange,Positive,0.77,Low,Senior citizen,Not Required,Hinglish,Synthetic Review,trip metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF00236,The station staff were polite and helpful.,5,Line 7,Mogharpada,2026-03-03,Tourism,Staff Behaviour,staff_helpfulness,Positive,0.76,Low,Working professional,Not Required,Hinglish,Synthetic Complaint,station staff polite helpful,5,Station Staff Behavior & Security
MPF00237,"Overall, Please train staff to respond more politely to passengers.",2,Line 6,Swami Samarth Nagar,2026-06-29,College,Staff Behaviour,staff_helpfulness,Negative,-0.81,High,Senior citizen,Not Required,Hinglish,Synthetic Complaint,overall please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF00238,"In my experience, Too many passengers were packed into the train today.",2,Line 6,Kanjurmarg,2026-05-15,Daily commute,Crowding,door_area_crowding,Negative,-0.84,High,Student,Open,English,Synthetic Survey,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF00239,"During my trip, The escalator was not working and needs maintenance.",2,Line 1,Versova,2026-08-05,College,Maintenance,signage_and_fixtures,Negative,-0.4,High,Student,Open,English,Synthetic Survey,trip escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF00240,Please improve passenger safety near the platform edge.,2,Line 7,Aarey,2026-06-16,Work,Safety,security_presence,Negative,-0.77,High,Working professional,Resolved,English,Synthetic Review,please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00241,"In my experience, The station infrastructure appeared well maintained.",4,Line 2A,Goregaon West,2026-04-11,Other,Maintenance,signage_and_fixtures,Positive,0.7,Low,Senior citizen,Resolved,English,Synthetic Complaint,experience station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00242,"Overall, The station infrastructure appeared well maintained.",5,Line 1,DN Nagar,2026-03-23,Shopping,Maintenance,infrastructure,Positive,0.59,Low,Working professional,Not Required,English,Synthetic Review,overall station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00243,"Overall, The station has clean lifts and working escalators.",5,Line 1,Versova,2026-04-23,College,Facilities,seating_and_water,Positive,0.83,Low,Senior citizen,Not Required,English,Synthetic Review,overall station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF00244,"During my trip, Please review the fare for frequent daily commuters.",4,Line 3,MIDC,2026-01-19,Shopping,Fare,fare_value,Positive,0.7,Low,General,Not Required,English,Synthetic Review,trip please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF00245,Security presence at the station was reassuring.,5,Line 7,Aarey,2026-06-07,Shopping,Safety,security_presence,Positive,0.62,Low,Working professional,Not Required,English,Synthetic Complaint,security presence station reassuring,5,Station Staff Behavior & Security
MPF00246,Crowding near the doors made boarding difficult.,1,Line 1,Azad Nagar,2026-03-14,Work,Crowding,door_area_crowding,Negative,-0.75,High,Tourist,In Review,English,Synthetic Complaint,crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00247,"In my experience, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 2A,Dahisar East,2026-06-03,College,Delay,service_frequency,Negative,-0.86,High,Student,Resolved,English,Synthetic Complaint,experience frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF00248,"During my trip, Train service was running late today. Please improve punctuality.",1,Line 2A,Dahisar East,2026-03-09,Daily commute,Delay,late_train,Negative,-0.67,High,Senior citizen,In Review,English,Synthetic Complaint,trip train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00249,"During my trip, The train had comfortable space and was not crowded.",5,Line 6,Vikhroli,2026-01-16,College,Crowding,peak_hour_crowding,Positive,0.73,Low,Tourist,Not Required,English,Synthetic Complaint,trip train comfortable space crowded,7,Train & Platform Overcrowding
MPF00250,"Overall, Please improve passenger safety near the platform edge.",3,Line 1,Andheri,2026-08-14,Shopping,Safety,platform_safety,Neutral,-0.09,Medium,General,Resolved,English,Synthetic Complaint,overall please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00251,Please improve cleanliness in the washroom area.,3,Line 3,SEEPZ,2026-09-01,Tourism,Cleanliness,station_cleanliness,Neutral,0.01,Medium,General,Open,English,Synthetic Survey,please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF00252,The staff member at the counter was rude and unhelpful.,1,Line 2A,Shimpoli,2026-03-08,Other,Staff Behaviour,staff_helpfulness,Negative,-0.9,High,Tourist,Open,English,Synthetic Complaint,staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF00253,"During my trip, Please review the fare for frequent daily commuters.",3,Line 1,Andheri,2026-04-17,Daily commute,Fare,fare_value,Neutral,0.0,Medium,General,Resolved,English,Synthetic Survey,trip please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF00254,"In my experience, The coach condition was good and everything looked maintained.",4,Line 2A,Goregaon West,2026-05-05,Tourism,Maintenance,signage_and_fixtures,Positive,0.86,Low,Senior citizen,Not Required,Hinglish,Synthetic Complaint,experience coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF00255,"Today, Train service was running late today. Please improve punctuality.",2,Line 6,Vikhroli,2026-01-13,Other,Delay,missed_connection,Negative,-0.58,High,Tourist,Resolved,English,Synthetic Survey,today train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00256,"During my trip, I felt safe throughout the journey and at the station.",5,Line 3,SEEPZ,2026-07-10,Shopping,Safety,security_presence,Positive,0.66,Low,Student,Not Required,Hinglish,Synthetic Review,trip felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF00257,"Today, The fare is reasonable for the service provided.",4,Line 7,Goregaon East,2026-07-22,Shopping,Fare,fare_value,Positive,0.92,Low,Tourist,Not Required,English,Synthetic Complaint,today fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF00258,"In my experience, Better last-mile connectivity would help passengers.",4,Line 1,Versova,2026-01-13,Work,Connectivity,bus_connection,Positive,0.56,Low,Working professional,Not Required,Hinglish,Synthetic Review,experience better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF00259,"Today, Please improve passenger safety near the platform edge.",1,Line 2A,Kandarpada,2026-05-31,Work,Safety,general_safety,Negative,-0.54,High,Senior citizen,Open,English,Synthetic Review,today please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00260,The train had comfortable space and was not crowded.,5,Line 7,Goregaon East,2026-02-27,Daily commute,Crowding,platform_crowding,Positive,0.56,Low,Working professional,Not Required,Hinglish,Synthetic Complaint,train comfortable space crowded,7,Train & Platform Overcrowding
MPF00261,The fare is reasonable for the service provided.,4,Line 2A,Kandarpada,2026-06-05,Other,Fare,fare_complaint,Positive,0.91,Low,Working professional,Not Required,English,Synthetic Review,fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF00262,"During my trip, Good value for money compared with other transport options.",5,Line 7,Jogeshwari East,2026-01-02,Other,Fare,frequent_commuter_cost,Positive,0.74,Low,General,Resolved,Hinglish,Synthetic Survey,trip good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF00263,The station infrastructure appeared well maintained.,4,Line 7,Mogharpada,2026-09-01,College,Maintenance,signage_and_fixtures,Positive,0.58,Low,Senior citizen,Resolved,Hinglish,Synthetic Complaint,station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00264,"In my experience, Too many passengers were packed into the train today.",2,Line 7,Dindoshi,2026-03-08,Other,Crowding,door_area_crowding,Negative,-0.55,High,Working professional,Resolved,English,Synthetic Review,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF00265,"Overall, Train service was running late today. Please improve punctuality.",3,Line 3,Marol Naka,2026-08-13,Shopping,Delay,missed_connection,Neutral,0.03,Medium,Senior citizen,Open,English,Synthetic Complaint,overall train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00266,"During my trip, Please improve cleanliness in the washroom area.",3,Line 2A,Kandarpada,2026-02-27,Work,Cleanliness,washroom_cleanliness,Neutral,0.05,Medium,Senior citizen,Open,English,Synthetic Review,trip please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF00267,"In my experience, Security presence at the station was reassuring.",5,Line 7,Jogeshwari East,2026-05-09,Daily commute,Safety,platform_safety,Positive,0.74,Low,Tourist,Not Required,English,Synthetic Survey,experience security presence station reassuring,5,Station Staff Behavior & Security
MPF00268,"Overall, There should be more working ticket counters during rush hours.",2,Line 3,BKC,2026-03-22,College,Ticketing,qr_scanner,Negative,-0.35,High,Tourist,Resolved,Hinglish,Synthetic Survey,overall working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF00269,"Overall, The seating area and signage were useful.",4,Line 2A,Dahisar East,2026-05-06,Daily commute,Facilities,lift,Positive,0.8,Low,Tourist,Resolved,English,Synthetic Survey,overall seating area signage useful,6,Station Seating & Signage Amenities
MPF00270,"Today, Please review the fare for frequent daily commuters.",3,Line 2A,Goregaon West,2026-08-17,Daily commute,Fare,fare_complaint,Neutral,-0.02,Medium,General,In Review,English,Synthetic Survey,today please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF00271,"Overall, The train was delayed by 30 minutes and I missed my connection.",2,Line 6,Jogeshwari,2026-03-20,College,Delay,late_train,Negative,-0.53,High,Senior citizen,Resolved,English,Synthetic Complaint,overall train delayed 30 minute missed connection,7,Train & Platform Overcrowding
MPF00272,"In my experience, The QR ticket scanner worked smoothly.",5,Line 1,Andheri,2026-02-12,Shopping,Ticketing,counter_queue,Positive,0.76,Low,Working professional,Not Required,English,Synthetic Survey,experience qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF00273,The staff member at the counter was rude and unhelpful.,2,Line 1,DN Nagar,2026-08-13,Daily commute,Staff Behaviour,security_assistance,Negative,-0.65,High,Senior citizen,Not Required,English,Synthetic Review,staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF00274,The coach condition was good and everything looked maintained.,4,Line 7,Mogharpada,2026-02-01,Daily commute,Maintenance,signage_and_fixtures,Positive,0.81,Low,Student,Not Required,English,Synthetic Review,coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF00275,Too many passengers were packed into the train today.,2,Line 7,Jogeshwari East,2026-08-01,Daily commute,Crowding,peak_hour_crowding,Negative,-0.7,High,General,Open,English,Synthetic Review,many passenger packed train today,7,Train & Platform Overcrowding
MPF00276,Seats and windows were clean during my journey.,5,Line 6,Kanjurmarg,2026-04-15,Work,Cleanliness,station_cleanliness,Positive,0.63,Low,Senior citizen,Not Required,Hinglish,Synthetic Complaint,seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF00277,"Today, Better last-mile connectivity would help passengers.",3,Line 2A,Dahisar East,2026-09-01,Daily commute,Connectivity,interchange,Neutral,-0.05,Medium,Student,Resolved,Hinglish,Synthetic Survey,today better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF00278,"Overall, Seats and windows were clean during my journey.",5,Line 6,Swami Samarth Nagar,2026-08-07,College,Cleanliness,station_cleanliness,Positive,0.95,Low,Senior citizen,Not Required,English,Synthetic Survey,overall seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF00279,The fare is reasonable for the service provided.,3,Line 7,Goregaon East,2026-03-10,Other,Fare,frequent_commuter_cost,Neutral,0.07,Medium,Working professional,Resolved,English,Synthetic Complaint,fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF00280,"Today, The platform was overcrowded and felt unsafe.",2,Line 1,Versova,2026-08-15,College,Safety,platform_safety,Negative,-0.37,High,Tourist,In Review,English,Synthetic Complaint,today platform overcrowded felt unsafe,7,Train & Platform Overcrowding
MPF00281,"Today, Train service was running late today. Please improve punctuality.",3,Line 1,DN Nagar,2026-06-06,Tourism,Delay,late_train,Neutral,-0.0,Medium,Tourist,Resolved,English,Synthetic Review,today train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00282,"Today, The station has clean lifts and working escalators.",4,Line 2A,Poisar,2026-05-13,Other,Facilities,seating_and_water,Positive,0.58,Low,Senior citizen,Resolved,English,Synthetic Review,today station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF00283,"During my trip, The ticket price feels expensive for a short journey.",2,Line 6,Swami Samarth Nagar,2026-08-06,Tourism,Fare,fare_complaint,Negative,-0.86,High,General,Open,English,Synthetic Complaint,trip ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF00284,"Overall, Please improve cleanliness in the washroom area.",2,Line 3,MIDC,2026-07-29,Daily commute,Cleanliness,coach_cleanliness,Negative,-0.37,High,General,Resolved,English,Synthetic Review,overall please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF00285,"Today, More seating and drinking water facilities are needed.",3,Line 1,Azad Nagar,2026-05-23,Shopping,Facilities,seating_and_water,Neutral,-0.04,Medium,Student,Resolved,English,Synthetic Survey,today seating drinking water facility needed,6,Station Seating & Signage Amenities
MPF00286,"In my experience, The station infrastructure appeared well maintained.",4,Line 1,Andheri,2026-03-26,Shopping,Maintenance,signage_and_fixtures,Positive,0.81,Low,Senior citizen,Not Required,English,Synthetic Review,experience station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00287,"Today, The seating area and signage were useful.",3,Line 6,Kanjurmarg,2026-07-24,Other,Facilities,escalator,Neutral,-0.08,Medium,Working professional,In Review,English,Synthetic Complaint,today seating area signage useful,6,Station Seating & Signage Amenities
MPF00288,"Overall, I felt safe throughout the journey and at the station.",5,Line 6,Kanjurmarg,2026-08-27,Other,Safety,security_presence,Positive,0.61,Low,Tourist,Not Required,English,Synthetic Survey,overall felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF00289,"Today, Security staff guided me properly when I asked for help.",3,Line 2A,Poisar,2026-06-18,Other,Staff Behaviour,security_assistance,Neutral,0.09,Medium,General,Resolved,English,Synthetic Review,today security staff guided properly asked help,5,Station Staff Behavior & Security
MPF00290,The station has clean lifts and working escalators.,5,Line 6,Jogeshwari,2026-02-14,Tourism,Facilities,seating_and_water,Positive,0.92,Low,Tourist,Resolved,Hinglish,Synthetic Complaint,station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF00291,"Today, Good value for money compared with other transport options.",5,Line 2A,Dahisar East,2026-07-26,Other,Fare,fare_value,Positive,0.94,Low,Working professional,Not Required,English,Synthetic Review,today good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF00292,"In my experience, The station infrastructure appeared well maintained.",4,Line 2A,Poisar,2026-08-24,Tourism,Maintenance,signage_and_fixtures,Positive,0.83,Low,Working professional,Resolved,English,Synthetic Review,experience station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00293,The interchange process was smooth and well signposted.,5,Line 2A,Shimpoli,2026-08-17,Tourism,Connectivity,last_mile,Positive,0.77,Low,General,Resolved,Hinglish,Synthetic Complaint,interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF00294,"Today, The train was delayed by 5 minutes and I missed my connection.",2,Line 7,Jogeshwari East,2026-03-06,Daily commute,Delay,late_train,Negative,-0.92,High,Working professional,In Review,English,Synthetic Complaint,today train delayed 5 minute missed connection,7,Train & Platform Overcrowding
MPF00295,"Today, The station staff were polite and helpful.",4,Line 1,Versova,2026-07-20,Other,Staff Behaviour,security_assistance,Positive,0.8,Low,General,Not Required,Hinglish,Synthetic Complaint,today station staff polite helpful,5,Station Staff Behavior & Security
MPF00296,"During my trip, Please review the fare for frequent daily commuters.",4,Line 7,Aarey,2026-06-30,Other,Fare,frequent_commuter_cost,Positive,0.57,Low,Senior citizen,Not Required,English,Synthetic Complaint,trip please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF00297,"Overall, It was difficult to connect from the metro to the bus stop.",2,Line 7,Mogharpada,2026-05-12,Other,Connectivity,interchange,Negative,-0.68,High,Student,Open,English,Synthetic Complaint,overall difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF00298,"During my trip, Good value for money compared with other transport options.",5,Line 3,Aarey JVLR,2026-08-26,College,Fare,fare_complaint,Positive,0.61,Low,Student,Not Required,English,Synthetic Survey,trip good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF00299,"In my experience, The station infrastructure appeared well maintained.",5,Line 6,Swami Samarth Nagar,2026-07-21,Other,Maintenance,signage_and_fixtures,Positive,0.69,Low,Senior citizen,Resolved,English,Synthetic Survey,experience station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00300,"During my trip, Better last-mile connectivity would help passengers.",3,Line 2A,Poisar,2026-09-01,Other,Connectivity,last_mile,Neutral,0.08,Medium,Senior citizen,In Review,English,Synthetic Survey,trip better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF00301,"During my trip, The metro connection to other transport was convenient.",5,Line 6,Vikhroli,2026-08-15,Other,Connectivity,bus_connection,Positive,0.65,Low,General,Not Required,Hinglish,Synthetic Complaint,trip metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF00302,"During my trip, Good value for money compared with other transport options.",4,Line 3,Aarey JVLR,2026-03-17,College,Fare,frequent_commuter_cost,Positive,0.91,Low,General,Not Required,English,Synthetic Survey,trip good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF00303,"Overall, The metro connection to other transport was convenient.",5,Line 2A,Kandarpada,2026-08-02,Other,Connectivity,interchange,Positive,0.76,Low,Student,Resolved,English,Synthetic Review,overall metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF00304,"Overall, The fare is reasonable for the service provided.",3,Line 2A,Goregaon West,2026-07-23,College,Fare,fare_complaint,Neutral,-0.01,Medium,Student,Not Required,English,Synthetic Survey,overall fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF00305,"Today, The escalator was not working and needs maintenance.",2,Line 6,Swami Samarth Nagar,2026-01-31,Shopping,Maintenance,signage_and_fixtures,Negative,-0.68,High,Tourist,Resolved,English,Synthetic Complaint,today escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF00306,The coach was clean and well maintained.,5,Line 1,Ghatkopar,2026-03-14,Daily commute,Cleanliness,station_cleanliness,Positive,0.92,Low,Senior citizen,Resolved,English,Synthetic Survey,coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF00307,"In my experience, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,Marol Naka,2026-08-16,Shopping,Delay,missed_connection,Negative,-0.87,High,General,In Review,English,Synthetic Complaint,experience frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF00308,It was difficult to connect from the metro to the bus stop.,1,Line 7,Aarey,2026-02-23,Shopping,Connectivity,last_mile,Negative,-0.61,High,General,Not Required,English,Synthetic Review,difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF00309,"Overall, The ticket price feels expensive for a short journey.",2,Line 7,Dindoshi,2026-04-29,College,Fare,frequent_commuter_cost,Negative,-0.58,High,Working professional,Not Required,English,Synthetic Complaint,overall ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF00310,Buying the ticket was quick and easy.,5,Line 6,Swami Samarth Nagar,2026-06-08,Shopping,Ticketing,ticket_machine,Positive,0.84,Low,Senior citizen,Not Required,English,Synthetic Review,buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF00311,"In my experience, More seating and drinking water facilities are needed.",3,Line 2A,Kandarpada,2026-02-13,Work,Facilities,lift,Neutral,0.04,Medium,General,In Review,English,Synthetic Review,experience seating drinking water facility needed,6,Station Seating & Signage Amenities
MPF00312,"During my trip, Please train staff to respond more politely to passengers.",2,Line 7,Dindoshi,2026-05-05,College,Staff Behaviour,security_assistance,Negative,-0.54,High,Tourist,In Review,English,Synthetic Review,trip please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF00313,"Overall, The coach condition was good and everything looked maintained.",5,Line 1,DN Nagar,2026-01-08,Other,Maintenance,signage_and_fixtures,Positive,0.63,Low,Student,Resolved,English,Synthetic Complaint,overall coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF00314,"In my experience, The escalator was not working and needs maintenance.",2,Line 6,Vikhroli,2026-04-11,Tourism,Maintenance,infrastructure,Negative,-0.62,High,Tourist,Open,English,Synthetic Review,experience escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF00315,"In my experience, Crowding near the doors made boarding difficult.",1,Line 6,Shyam Nagar,2026-02-05,Tourism,Crowding,door_area_crowding,Negative,-0.71,High,Student,Open,English,Synthetic Complaint,experience crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00316,"Today, The escalator was not working and needs maintenance.",2,Line 2A,Shimpoli,2026-01-11,Shopping,Maintenance,signage_and_fixtures,Negative,-0.93,High,Working professional,In Review,English,Synthetic Survey,today escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF00317,"Today, Please improve passenger safety near the platform edge.",1,Line 2A,Goregaon West,2026-05-29,Other,Safety,general_safety,Negative,-0.93,High,Senior citizen,Resolved,English,Synthetic Review,today please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00318,"In my experience, Please review the fare for frequent daily commuters.",2,Line 6,Jogeshwari,2026-05-05,Shopping,Fare,fare_complaint,Negative,-0.64,High,Working professional,In Review,English,Synthetic Review,experience please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF00319,"Overall, It was difficult to connect from the metro to the bus stop.",2,Line 6,Swami Samarth Nagar,2026-04-03,Other,Connectivity,last_mile,Negative,-0.9,High,Senior citizen,Open,English,Synthetic Survey,overall difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF00320,Good value for money compared with other transport options.,5,Line 1,DN Nagar,2026-01-12,Shopping,Fare,fare_value,Positive,0.82,Low,Working professional,Not Required,English,Synthetic Survey,good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF00321,"In my experience, Too many passengers were packed into the train today.",1,Line 6,Kanjurmarg,2026-04-14,Work,Crowding,platform_crowding,Negative,-0.42,High,Student,Open,English,Synthetic Complaint,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF00322,"Today, Buying the ticket was quick and easy.",5,Line 6,Swami Samarth Nagar,2026-07-23,Shopping,Ticketing,qr_scanner,Positive,0.95,Low,Working professional,Resolved,English,Synthetic Survey,today buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
